Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-07-12,Housing,Cash,Home Insurance,903.16,25.09
2023-07-12,Transportation,Online,Vehicle Registration Fees,1997.08,171.27
2023-07-12,Dining Out,Cash,Fast Food Meal,531.7,25.69
2023-07-12,Dining Out,Online,Coffee Shop Visit,317.86,14.65
2023-07-13,Housing,Online,Rent Payment,12980.8,561.38
2023-07-13,Groceries,Cash,Frozen Foods,1084.62,80.27
2023-07-14,Health & Fitness,Online,Yoga Classes,864.33,29.7
2023-07-14,Groceries,Online,Condiments And Spices,353.61,12.37
2023-07-14,Housing,Online,Home Security System,3900.99,207.71
2023-07-14,Entertainment,Cash,Concert Tickets,1042.15,15.11
2023-07-14,Dining Out,Cash,Dinner At A Restaurant,2418.67,140.15
2023-07-15,Transportation,Cash,Bicycle Repairs,568.49,25.53
2023-07-15,Housing,Online,Home Insurance,954.36,71.76
2023-07-15,Transportation,Cash,Vehicle Registration Fees,1040.84,74.55
2023-07-15,Entertainment,Cash,Video Games,2049.9,202.02
2023-07-15,Dining Out,Cash,Coffee Shop Visit,304.75,29.66
2023-07-16,Entertainment,Cash,Hobby Supplies,538.83,2.27
2023-07-16,Transportation,Cash,Car Insurance,1064.06,80.46
2023-07-17,Transportation,Online,Car Insurance,1564.31,6.88
2023-07-17,Travel,Online,Travel Insurance,726.81,70.15
2023-07-17,Subscriptions,Cash,Audiobook Services,498.05,20.53
2023-07-18,Entertainment,Cash,Video Games,4237.65,386.15
2023-07-18,Dining Out,Online,Coffee Shop Visit,446.32,18.06
2023-07-19,Subscriptions,Cash,Online Learning Platforms,2210.3,3.19
2023-07-19,Travel,Cash,Car Rentals,1608.98,35.46
2023-07-19,Clothing,Online,Athletic Wear,2600.08,27.38
2023-07-19,Travel,Cash,Dining While Traveling,1040.88,102.35
2023-07-20,Travel,Online,Tour Activities,1305.32,59.08
2023-07-20,Clothing,Online,Seasonal Clothing,1626.31,44.22
2023-07-21,Housing,Online,Rent Payment,17696.42,229.84
2023-07-21,Dining Out,Online,Dinner At A Restaurant,1724.16,20.2
2023-07-21,Dining Out,Cash,Dinner At A Restaurant,2484.85,114.77
2023-07-21,Dining Out,Online,Coffee Shop Visit,233.89,19.78
2023-07-22,Groceries,Online,Frozen Foods,1296.02,82.36
2023-07-22,Groceries,Online,Snacks And Beverages,1119.94,54.74
2023-07-22,Health & Fitness,Cash,Wellness Programs,351.53,29.09
2023-07-23,Subscriptions,Online,Gym Membership,604.39,30.41
2023-07-24,Clothing,Online,Children's Apparel,2918.04,40.82
2023-07-24,Entertainment,Online,Art Supplies,545.59,17.34
2023-07-24,Dining Out,Online,Coffee Shop Visit,322.52,0.85
2023-07-25,Utilities,Online,Gas Bill,983.88,83.76
2023-07-25,Health & Fitness,Cash,Physical Therapy Sessions,1411.62,90.78
2023-07-25,Travel,Cash,Tour Activities,702.3,3.65
2023-07-26,Dining Out,Online,Buffet Meals,660.45,52.99
2023-07-27,Entertainment,Online,Hobby Supplies,497.37,35.96
2023-07-27,Clothing,Cash,Underwear And Socks,849.59,62.01
2023-07-27,Transportation,Online,Public Transit Pass,520.31,22.66
2023-07-27,Health & Fitness,Online,Personal Training Sessions,2893.42,252.24
2023-07-27,Clothing,Cash,Formal Wear,2702.56,146.18
2023-07-27,Dining Out,Online,Coffee Shop Visit,226.64,10.35
2023-07-28,Travel,Online,Travel Accessories,3076.51,291.72
2023-07-28,Dining Out,Online,Dinner At A Restaurant,2838.95,118.93
2023-07-29,Entertainment,Online,Sports Events Tickets,2994.83,249.89
2023-07-29,Travel,Cash,Souvenirs,1178.11,108.97
2023-07-30,Housing,Cash,Rent Payment,26131.33,93.05
2023-07-30,Utilities,Online,Internet Service,1258.03,28.6
2023-07-30,Clothing,Cash,Work Attire,2716.03,228.61
2023-07-30,Utilities,Online,Mobile Phone Bill,466.94,37.47
2023-07-30,Dining Out,Cash,Coffee Shop Visit,143.12,0.84
2023-07-31,Utilities,Cash,Water Bill,699.96,3.68
