Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-01-22,Transportation,Cash,Public Transit Pass,1147.38,50.18
2023-01-22,Housing,Cash,Rent Payment,10333.86,798.26
2023-01-23,Travel,Cash,Baggage Fees,1522.4,146.92
2023-01-23,Health & Fitness,Online,Nutritional Supplements,1507.29,32.96
2023-01-23,Dining Out,Cash,Snacks From A Convenience Store,318.97,10.46
2023-01-24,Clothing,Online,Underwear And Socks,662.0,0.48
2023-01-24,Travel,Online,Baggage Fees,1556.8,106.85
2023-01-24,Entertainment,Online,Art Supplies,1272.2,59.24
2023-01-24,Dining Out,Cash,Coffee Shop Visit,279.57,5.13
2023-01-25,Groceries,Cash,Snacks And Beverages,735.92,36.73
2023-01-25,Groceries,Cash,Organic Produce,2372.04,78.05
2023-01-25,Health & Fitness,Cash,Personal Training Sessions,4843.91,75.08
2023-01-25,Subscriptions,Online,Gaming Subscriptions,1435.55,11.69
2023-01-26,Health & Fitness,Cash,Wellness Programs,983.05,66.67
2023-01-27,Entertainment,Cash,Movie Tickets,582.4,56.86
2023-01-27,Housing,Online,Utilities Included,213.51,15.49
2023-01-27,Travel,Online,Souvenirs,724.69,5.62
2023-01-27,Utilities,Cash,Waste Disposal Fees,218.45,8.58
2023-01-27,Dining Out,Online,Coffee Shop Visit,397.98,11.66
2023-01-28,Dining Out,Cash,Fast Food Meal,491.14,6.88
2023-01-28,Subscriptions,Online,Gym Membership,955.0,76.62
2023-01-28,Entertainment,Online,Movie Tickets,647.63,59.12
2023-01-28,Dining Out,Cash,Dinner At A Restaurant,1017.04,2.82
2023-01-29,Subscriptions,Cash,Meal Kit Subscriptions,1148.02,44.01
2023-01-29,Travel,Cash,Airfare,17527.25,554.28
2023-01-29,Clothing,Cash,Fashion Accessories,835.52,31.56
2023-01-29,Subscriptions,Online,Digital Magazine Subscriptions,449.82,35.22
2023-01-30,Groceries,Cash,Cleaning Supplies,989.68,68.49
2023-01-30,Dining Out,Online,Coffee Shop Visit,468.77,27.81
2023-01-31,Travel,Online,Baggage Fees,593.9,46.9
2023-01-31,Groceries,Cash,Meat And Fish,4590.66,340.62
2023-02-01,Utilities,Online,Water Bill,303.14,3.16
2023-02-01,Entertainment,Cash,Movie Tickets,299.21,8.27
2023-02-01,Utilities,Online,Internet Service,777.05,49.01
2023-02-01,Subscriptions,Cash,Gym Membership,1734.53,48.7
2023-02-01,Transportation,Cash,Public Transit Pass,1489.11,141.99
2023-02-01,Utilities,Cash,Water Bill,696.47,49.9
2023-02-02,Health & Fitness,Online,Yoga Classes,893.2,75.14
2023-02-02,Utilities,Online,Gas Bill,1156.45,100.75
2023-02-02,Entertainment,Cash,Video Games,2618.81,98.76
2023-02-02,Dining Out,Cash,Desserts And Treats,232.17,17.96
2023-02-03,Health & Fitness,Online,Fitness Apps,313.24,1.71
2023-02-03,Housing,Cash,Appliance Purchases,7716.62,56.52
2023-02-03,Health & Fitness,Online,Physical Therapy Sessions,1695.91,74.9
2023-02-03,Dining Out,Cash,Coffee Shop Visit,341.89,2.19
2023-02-04,Health & Fitness,Online,Medical Consultations,1961.61,93.62
2023-02-04,Subscriptions,Cash,Digital Magazine Subscriptions,414.26,17.8
2023-02-04,Groceries,Online,Cleaning Supplies,721.96,19.35
2023-02-04,Clothing,Online,Tailoring Services,630.46,29.58
2023-02-04,Subscriptions,Online,Digital Magazine Subscriptions,179.83,16.95
2023-02-05,Housing,Cash,Appliance Purchases,20659.93,590.18
2023-02-06,Housing,Online,Home Security System,4516.77,240.36
2023-02-06,Health & Fitness,Cash,Health Insurance Premiums,4617.94,301.95
2023-02-06,Health & Fitness,Cash,Yoga Classes,622.76,12.95
2023-02-06,Utilities,Online,Maintenance Fees,1481.49,63.19
2023-02-06,Dining Out,Cash,Coffee Shop Visit,461.25,3.21
2023-02-07,Entertainment,Online,Hobby Supplies,366.17,14.31
2023-02-07,Dining Out,Cash,Dinner At A Restaurant,1817.13,25.11
2023-02-08,Housing,Cash,Furnishings,11702.35,972.2
2023-02-08,Transportation,Cash,Fuel Costs,5223.78,521.93
2023-02-08,Entertainment,Cash,Art Supplies,1438.91,102.16
2023-02-09,Travel,Online,Airfare,29333.71,50.42
2023-02-09,Entertainment,Online,Books And E-Books,503.92,26.4
2023-02-09,Transportation,Online,Fuel Costs,6085.04,540.59
2023-02-09,Dining Out,Online,Coffee Shop Visit,133.16,11.69
2023-02-10,Dining Out,Cash,Brunch With Friends,489.12,34.68
2023-02-10,Health & Fitness,Cash,Health Insurance Premiums,4155.66,194.31
2023-02-10,Dining Out,Cash,Brunch With Friends,316.03,24.89
2023-02-11,Clothing,Cash,Fashion Accessories,677.53,26.83
2023-02-11,Housing,Cash,Furnishings,12353.73,450.93
2023-02-11,Travel,Online,Local Transportation,832.44,20.5
2023-02-12,Groceries,Cash,Baking Ingredients,273.87,18.51
2023-02-12,Groceries,Cash,Fruits And Vegetables,1447.72,11.2
2023-02-12,Dining Out,Online,Coffee Shop Visit,450.02,33.89
2023-02-13,Clothing,Cash,Seasonal Clothing,4543.51,166.16
2023-02-13,Transportation,Cash,Ride-Sharing Services,500.43,44.91
2023-02-13,Clothing,Cash,Seasonal Clothing,2632.76,52.83
2023-02-13,Travel,Cash,Travel Accessories,3860.35,221.79
2023-02-13,Health & Fitness,Cash,Personal Training Sessions,4413.58,183.71
2023-02-13,Health & Fitness,Cash,Health Insurance Premiums,2862.07,17.84
2023-02-14,Health & Fitness,Online,Health Insurance Premiums,4276.71,227.04
2023-02-14,Housing,Cash,Home Repairs,3473.42,140.45
2023-02-14,Dining Out,Online,Dinner At A Restaurant,1857.77,83.66
2023-02-15,Travel,Online,Car Rentals,4288.63,30.83
2023-02-15,Transportation,Cash,Car Maintenance,1927.34,192.02
2023-02-15,Dining Out,Cash,Coffee Shop Visit,333.48,12.01
2023-02-16,Subscriptions,Cash,Software Licenses,1324.76,86.99
2023-02-17,Health & Fitness,Online,Yoga Classes,218.11,2.63
2023-02-17,Subscriptions,Online,Gaming Subscriptions,821.06,62.12
2023-02-18,Entertainment,Cash,Movie Tickets,349.05,13.97
2023-02-18,Transportation,Cash,Car Maintenance,2490.56,230.07
2023-02-18,Health & Fitness,Online,Health Insurance Premiums,3810.28,324.61
2023-02-18,Transportation,Cash,Ride-Sharing Services,1690.01,8.65
2023-02-18,Dining Out,Cash,Coffee Shop Visit,164.23,10.8
2023-02-18,Travel,Cash,Travel Insurance,1099.26,100.17
2023-02-18,Clothing,Cash,Children's Apparel,828.9,20.17
2023-02-19,Clothing,Cash,Tailoring Services,274.49,17.86
2023-02-19,Entertainment,Online,Concert Tickets,2474.54,108.18
2023-02-20,Housing,Online,Home Security System,2839.24,225.33
2023-02-21,Health & Fitness,Online,Wellness Programs,376.82,22.21
2023-02-21,Dining Out,Cash,Dinner At A Restaurant,2574.44,32.53
2023-02-21,Dining Out,Cash,Coffee Shop Visit,110.46,7.52
2023-02-22,Groceries,Cash,Staple Grains,1134.69,82.86
2023-02-22,Housing,Cash,Rent Payment,9751.23,531.08
2023-02-22,Housing,Cash,Rent Payment,15426.08,319.42
2023-02-23,Clothing,Cash,Seasonal Clothing,4696.74,440.03
2023-02-23,Housing,Cash,Home Insurance,643.85,63.07
2023-02-23,Health & Fitness,Online,Nutritional Supplements,738.93,44.31
2023-02-23,Entertainment,Cash,Hobby Supplies,1319.6,9.42
2023-02-24,Housing,Online,Mortgage Payment,10100.73,471.97
2023-02-24,Subscriptions,Online,Software Licenses,1897.42,177.49
2023-02-24,Entertainment,Online,Books And E-Books,347.35,23.37
2023-02-24,Transportation,Cash,Car Insurance,1032.34,80.83
2023-02-24,Utilities,Online,Mobile Phone Bill,1351.58,39.58
2023-02-24,Dining Out,Cash,Coffee Shop Visit,136.95,13.12
2023-02-24,Clothing,Cash,Athletic Wear,836.95,5.78
2023-02-25,Entertainment,Cash,Books And E-Books,672.27,30.69
2023-02-25,Transportation,Cash,Vehicle Registration Fees,501.36,12.33
2023-02-25,Dining Out,Online,Lunch Takeaway,702.64,26.36
2023-02-25,Clothing,Online,Casual Wear,778.64,14.69
2023-02-26,Utilities,Online,Sewer Charges,263.36,19.52
2023-02-26,Groceries,Cash,Frozen Foods,1275.38,58.85
2023-02-26,Dining Out,Online,Buffet Meals,1916.71,114.12
2023-02-26,Clothing,Online,Seasonal Clothing,3049.14,48.82
2023-02-27,Utilities,Cash,Electricity Bill,2267.32,83.83
2023-02-27,Travel,Online,Tour Activities,2019.6,165.1
2023-02-27,Entertainment,Cash,Hobby Supplies,823.52,68.54
2023-02-27,Dining Out,Online,Coffee Shop Visit,368.8,16.9
2023-02-28,Health & Fitness,Cash,Health Insurance Premiums,4119.27,38.63
2023-02-28,Subscriptions,Online,News Websites Subscription,673.3,36.42
2023-02-28,Dining Out,Cash,Dinner At A Restaurant,1869.34,140.62
2023-03-01,Subscriptions,Cash,Meal Kit Subscriptions,1548.07,38.43
2023-03-01,Groceries,Cash,Dairy Products,1767.31,136.71
2023-03-01,Transportation,Online,Public Transit Pass,696.94,5.44
2023-03-01,Subscriptions,Cash,Gaming Subscriptions,763.44,9.3
2023-03-01,Health & Fitness,Cash,Health Screenings,1039.03,89.37
2023-03-02,Transportation,Online,Toll Charges,250.4,22.69
2023-03-02,Subscriptions,Online,Online Learning Platforms,4704.06,167.23
2023-03-02,Groceries,Cash,Dairy Products,760.5,62.56
2023-03-02,Dining Out,Cash,Lunch Takeaway,708.48,4.8
2023-03-03,Travel,Cash,Hotel Accommodation,11570.44,1056.13
2023-03-03,Dining Out,Cash,Brunch With Friends,892.18,15.84
2023-03-03,Transportation,Online,Car Insurance,1750.76,101.32
2023-03-03,Dining Out,Cash,Coffee Shop Visit,475.54,46.13
2023-03-04,Travel,Cash,Hotel Accommodation,9513.13,65.57
2023-03-04,Transportation,Online,Parking Fees,673.75,10.58
2023-03-04,Health & Fitness,Cash,Yoga Classes,676.33,8.44
2023-03-04,Health & Fitness,Online,Wellness Programs,976.06,51.97
2023-03-05,Entertainment,Online,Streaming Equipment,3191.94,179.21
2023-03-05,Transportation,Online,Fuel Costs,4969.28,165.93
2023-03-05,Transportation,Cash,Car Maintenance,4144.25,345.98
2023-03-06,Entertainment,Cash,Video Games,1479.08,146.24
2023-03-06,Health & Fitness,Cash,Gym Membership,1411.43,88.95
2023-03-06,Dining Out,Cash,Coffee Shop Visit,245.57,21.05
2023-03-07,Transportation,Cash,Fuel Costs,7663.5,714.18
2023-03-07,Clothing,Cash,Athletic Wear,1573.06,7.25
2023-03-07,Groceries,Cash,Dairy Products,1281.66,28.79
2023-03-07,Dining Out,Online,Dinner At A Restaurant,1683.94,154.18
2023-03-08,Clothing,Cash,Underwear And Socks,400.65,38.95
2023-03-08,Travel,Online,Tour Activities,1297.01,63.58
2023-03-08,Housing,Online,Home Repairs,6505.76,324.89
2023-03-08,Dining Out,Online,Dinner At A Restaurant,2752.93,192.81
2023-03-09,Health & Fitness,Cash,Health Insurance Premiums,2786.25,34.4
2023-03-09,Clothing,Cash,Seasonal Clothing,4217.37,299.43
2023-03-09,Utilities,Cash,Electricity Bill,619.19,52.58
2023-03-09,Transportation,Online,Bicycle Repairs,653.0,9.87
2023-03-09,Clothing,Online,Seasonal Clothing,4558.12,136.24
2023-03-09,Dining Out,Online,Coffee Shop Visit,188.65,3.44
2023-03-10,Housing,Online,Utilities Included,1300.71,115.1
2023-03-10,Health & Fitness,Cash,Yoga Classes,759.84,53.27
2023-03-11,Groceries,Online,Meat And Fish,2108.53,57.67
2023-03-11,Health & Fitness,Online,Nutritional Supplements,543.05,49.98
2023-03-11,Housing,Cash,Home Repairs,7083.18,666.62
2023-03-11,Travel,Online,Tour Activities,1718.18,22.33
2023-03-11,Health & Fitness,Online,Wellness Programs,713.13,18.3
2023-03-12,Subscriptions,Online,Audiobook Services,751.02,39.59
2023-03-12,Dining Out,Online,Coffee Shop Visit,134.29,5.86
2023-03-13,Health & Fitness,Online,Health Insurance Premiums,4584.04,29.58
2023-03-13,Utilities,Online,Gas Bill,758.24,32.03
2023-03-13,Utilities,Cash,Mobile Phone Bill,1225.31,115.49
2023-03-13,Clothing,Cash,Fashion Accessories,784.58,28.06
2023-03-14,Transportation,Online,Bicycle Repairs,365.73,35.93
2023-03-14,Entertainment,Cash,Movie Tickets,202.09,8.1
2023-03-14,Utilities,Online,Home Heating Costs,1361.47,83.54
2023-03-14,Housing,Online,HOA Fees,1846.39,104.85
2023-03-14,Dining Out,Online,Dinner At A Restaurant,2932.72,6.62
2023-03-15,Utilities,Cash,Gas Bill,921.72,53.95
2023-03-15,Travel,Cash,Dining While Traveling,2912.67,159.28
2023-03-15,Dining Out,Online,Coffee Shop Visit,319.84,26.0
2023-03-16,Travel,Cash,Car Rentals,4621.76,377.96
2023-03-16,Dining Out,Online,Street Food,406.05,8.45
2023-03-16,Dining Out,Cash,Desserts And Treats,482.29,43.97
2023-03-16,Transportation,Online,Car Maintenance,3874.73,227.5
2023-03-17,Clothing,Cash,Fashion Accessories,799.79,14.46
2023-03-17,Groceries,Cash,Condiments And Spices,348.93,15.17
2023-03-18,Clothing,Online,Work Attire,1263.76,98.33
2023-03-18,Dining Out,Online,Coffee Shop Visit,292.24,1.52
2023-03-19,Housing,Cash,Mortgage Payment,16795.18,1501.51
2023-03-19,Housing,Cash,Home Repairs,4156.77,90.86
2023-03-20,Health & Fitness,Online,Health Insurance Premiums,4243.96,73.84
2023-03-21,Housing,Cash,Property Taxes,2029.19,137.27
2023-03-21,Entertainment,Cash,Books And E-Books,610.47,4.49
2023-03-21,Dining Out,Cash,Dinner At A Restaurant,808.07,20.39
2023-03-21,Dining Out,Cash,Coffee Shop Visit,154.73,11.57
2023-03-22,Health & Fitness,Online,Fitness Apps,364.71,11.88
2023-03-23,Subscriptions,Cash,Streaming Services,904.65,59.56
2023-03-23,Clothing,Online,Formal Wear,8732.68,391.27
2023-03-23,Groceries,Online,Meat And Fish,3002.04,249.66
2023-03-23,Housing,Cash,HOA Fees,999.21,6.1
2023-03-23,Travel,Cash,Dining While Traveling,1362.44,85.27
2023-03-24,Subscriptions,Online,Meal Kit Subscriptions,2389.33,201.14
2023-03-24,Dining Out,Online,Coffee Shop Visit,293.82,16.72
2023-03-25,Utilities,Online,Internet Service,1731.99,42.36
2023-03-25,Dining Out,Cash,Snacks From A Convenience Store,316.52,27.73
2023-03-26,Utilities,Cash,Home Heating Costs,3188.74,239.5
2023-03-26,Groceries,Cash,Snacks And Beverages,1217.91,4.15
2023-03-27,Transportation,Cash,Car Maintenance,2681.6,28.97
2023-03-27,Entertainment,Online,Movie Tickets,232.97,10.03
2023-03-27,Entertainment,Online,Sports Events Tickets,1925.95,36.4
2023-03-27,Dining Out,Cash,Coffee Shop Visit,168.11,11.79
2023-03-28,Entertainment,Online,Sports Events Tickets,836.84,56.27
2023-03-28,Utilities,Online,Sewer Charges,793.99,12.44
2023-03-28,Subscriptions,Online,News Websites Subscription,996.19,21.02
2023-03-28,Dining Out,Cash,Dinner At A Restaurant,2847.07,108.58
2023-03-29,Dining Out,Cash,Beverages At Bars,825.85,35.17
2023-03-29,Subscriptions,Online,Gym Membership,1526.42,85.68
2023-03-29,Groceries,Online,Baking Ingredients,868.34,71.07
2023-03-29,Clothing,Cash,Athletic Wear,999.5,98.79
2023-03-30,Dining Out,Cash,Lunch Takeaway,538.86,6.62
2023-03-30,Transportation,Online,Toll Charges,448.05,41.84
2023-03-30,Subscriptions,Online,Gaming Subscriptions,756.31,42.15
2023-04-01,Clothing,Online,Fashion Accessories,510.18,21.93
2023-04-01,Subscriptions,Cash,Streaming Services,319.08,5.77
2023-04-01,Subscriptions,Online,Streaming Services,905.9,85.35
2023-04-01,Utilities,Cash,Internet Service,501.56,45.08
2023-04-01,Utilities,Cash,Mobile Phone Bill,743.77,71.01
2023-04-01,Utilities,Online,Electricity Bill,828.4,38.93
2023-04-01,Transportation,Cash,Public Transit Pass,634.37,37.18
2023-04-02,Transportation,Cash,Car Maintenance,3372.74,27.35
2023-04-02,Travel,Online,Souvenirs,1150.11,82.14
2023-04-02,Health & Fitness,Cash,Fitness Apps,116.76,8.1
2023-04-02,Travel,Online,Souvenirs,1922.31,59.78
2023-04-03,Clothing,Online,Children's Apparel,759.13,1.75
2023-04-03,Entertainment,Online,Hobby Supplies,296.22,21.89
2023-04-03,Dining Out,Online,Coffee Shop Visit,220.21,0.88
2023-04-04,Clothing,Online,Athletic Wear,1372.21,33.0
2023-04-04,Groceries,Online,Snacks And Beverages,506.16,6.32
2023-04-04,Dining Out,Cash,Desserts And Treats,225.25,21.4
2023-04-04,Subscriptions,Online,Gaming Subscriptions,800.57,4.04
2023-04-04,Dining Out,Online,Special Occasion Dinner,4791.28,283.56
2023-04-05,Clothing,Online,Footwear,1262.51,67.21
2023-04-05,Utilities,Online,Maintenance Fees,714.36,46.08
2023-04-05,Travel,Cash,Travel Accessories,3935.16,53.19
2023-04-05,Groceries,Cash,Dairy Products,766.23,57.14
2023-04-06,Subscriptions,Online,Digital Magazine Subscriptions,490.02,6.37
2023-04-06,Groceries,Cash,Dairy Products,1888.0,135.51
2023-04-06,Housing,Online,Rent Payment,21488.44,1919.74
2023-04-06,Clothing,Cash,Fashion Accessories,600.95,41.59
2023-04-06,Transportation,Cash,Car Loan Payment,9584.34,328.77
2023-04-06,Dining Out,Online,Coffee Shop Visit,344.58,2.39
2023-04-06,Subscriptions,Cash,Digital Magazine Subscriptions,73.96,0.19
2023-04-07,Entertainment,Online,Movie Tickets,769.21,17.2
2023-04-07,Transportation,Cash,Parking Fees,993.43,92.52
2023-04-07,Travel,Cash,Dining While Traveling,1344.79,34.39
2023-04-07,Clothing,Online,Work Attire,2091.07,29.11
2023-04-07,Dining Out,Cash,Dinner At A Restaurant,816.73,55.6
2023-04-08,Subscriptions,Cash,Streaming Services,431.0,30.25
2023-04-08,Housing,Cash,Property Taxes,4962.7,406.32
2023-04-09,Dining Out,Cash,Brunch With Friends,631.61,37.97
2023-04-09,Transportation,Cash,Vehicle Registration Fees,1914.49,173.45
2023-04-09,Dining Out,Cash,Coffee Shop Visit,193.9,15.68
2023-04-10,Health & Fitness,Cash,Gym Membership,1985.12,6.84
2023-04-10,Subscriptions,Cash,Streaming Services,763.8,16.99
2023-04-10,Travel,Cash,Car Rentals,3016.02,236.24
2023-04-10,Health & Fitness,Online,Nutritional Supplements,1744.86,69.56
2023-04-11,Utilities,Online,Waste Disposal Fees,364.78,28.31
2023-04-12,Subscriptions,Cash,Cloud Storage Services,262.49,10.68
2023-04-12,Dining Out,Cash,Snacks From A Convenience Store,190.87,6.42
2023-04-12,Dining Out,Online,Coffee Shop Visit,167.83,12.29
2023-04-13,Health & Fitness,Cash,Nutritional Supplements,520.52,34.45
2023-04-13,Utilities,Cash,Gas Bill,660.61,63.72
2023-04-14,Travel,Cash,Travel Accessories,661.99,2.52
2023-04-14,Dining Out,Online,Dinner At A Restaurant,2735.19,84.9
2023-04-15,Subscriptions,Cash,Audiobook Services,663.6,18.57
2023-04-15,Dining Out,Online,Coffee Shop Visit,346.93,7.39
2023-04-16,Subscriptions,Online,Cloud Storage Services,340.59,28.19
2023-04-16,Housing,Cash,Furnishings,17513.49,798.29
2023-04-17,Health & Fitness,Cash,Health Screenings,1070.3,9.63
2023-04-18,Groceries,Online,Baking Ingredients,933.58,61.75
2023-04-18,Entertainment,Online,Movie Tickets,273.16,15.09
2023-04-18,Health & Fitness,Cash,Physical Therapy Sessions,2343.97,91.74
2023-04-18,Dining Out,Cash,Coffee Shop Visit,453.11,5.01
2023-04-18,Entertainment,Online,Sports Events Tickets,817.02,48.46
2023-04-19,Clothing,Cash,Athletic Wear,2386.3,179.6
2023-04-19,Groceries,Cash,Cleaning Supplies,610.51,39.44
2023-04-20,Entertainment,Online,Theater Performances,1567.68,137.81
2023-04-20,Entertainment,Cash,Video Games,4541.56,110.77
2023-04-21,Dining Out,Online,Dinner At A Restaurant,2717.39,195.13
2023-04-21,Entertainment,Online,Sports Events Tickets,799.18,54.03
2023-04-21,Utilities,Online,Home Heating Costs,1612.25,7.58
2023-04-21,Dining Out,Online,Dinner At A Restaurant,2623.72,222.88
2023-04-21,Dining Out,Online,Coffee Shop Visit,368.65,23.78
2023-04-22,Clothing,Cash,Seasonal Clothing,2509.53,120.7
2023-04-23,Groceries,Cash,Baking Ingredients,849.45,53.2
2023-04-23,Clothing,Online,Fashion Accessories,468.28,42.43
2023-04-23,Subscriptions,Cash,Cloud Storage Services,387.75,23.01
2023-04-24,Groceries,Cash,Baking Ingredients,986.35,29.13
2023-04-24,Utilities,Online,Home Heating Costs,2277.82,25.86
2023-04-24,Housing,Cash,Home Repairs,7837.79,300.97
2023-04-24,Dining Out,Cash,Coffee Shop Visit,228.96,18.27
2023-04-24,Subscriptions,Cash,Gaming Subscriptions,1100.71,56.92
2023-04-25,Groceries,Online,Condiments And Spices,502.6,4.09
2023-04-25,Clothing,Cash,Casual Wear,1203.69,2.34
2023-04-25,Entertainment,Online,Video Games,1047.19,71.01
2023-04-25,Utilities,Online,Home Heating Costs,2649.54,79.11
2023-04-26,Dining Out,Online,Street Food,267.44,19.72
2023-04-27,Groceries,Cash,Baking Ingredients,906.31,39.52
2023-04-27,Clothing,Online,Underwear And Socks,354.88,2.34
2023-04-27,Dining Out,Cash,Fast Food Meal,422.52,22.69
2023-04-27,Groceries,Cash,Dairy Products,1810.73,141.97
2023-04-27,Dining Out,Cash,Coffee Shop Visit,439.15,2.56
2023-04-28,Housing,Online,Home Insurance,1128.67,75.17
2023-04-28,Travel,Online,Travel Insurance,2865.94,236.6
2023-04-28,Dining Out,Cash,Dinner At A Restaurant,1213.72,73.52
2023-04-29,Utilities,Cash,Water Bill,894.77,13.63
2023-04-30,Dining Out,Online,Desserts And Treats,447.44,4.55
2023-04-30,Groceries,Cash,Frozen Foods,1327.5,52.72
2023-04-30,Transportation,Cash,Car Insurance,2975.34,42.4
2023-04-30,Housing,Cash,Home Security System,2476.71,52.51
2023-04-30,Travel,Cash,Souvenirs,371.0,33.38
2023-04-30,Dining Out,Cash,Coffee Shop Visit,142.95,12.33
2023-05-01,Groceries,Online,Organic Produce,2627.85,175.76
2023-05-01,Transportation,Cash,Parking Fees,273.6,9.12
2023-05-01,Housing,Online,Furnishings,13222.66,350.99
2023-05-01,Travel,Cash,Hotel Accommodation,11060.28,904.68
2023-05-02,Travel,Online,Airfare,47028.08,3665.8
2023-05-02,Dining Out,Cash,Special Occasion Dinner,2655.89,117.84
2023-05-02,Utilities,Online,Gas Bill,1152.15,58.03
2023-05-03,Entertainment,Cash,Art Supplies,897.01,5.93
2023-05-03,Dining Out,Cash,Coffee Shop Visit,477.12,3.82
2023-05-04,Housing,Cash,Home Repairs,4549.67,356.08
2023-05-04,Clothing,Online,Work Attire,2098.37,2.01
2023-05-04,Clothing,Cash,Casual Wear,2613.34,185.83
2023-05-05,Housing,Cash,HOA Fees,2597.27,14.11
2023-05-05,Clothing,Cash,Tailoring Services,873.55,82.58
2023-05-05,Transportation,Online,Fuel Costs,8459.2,639.53
2023-05-06,Housing,Cash,Home Security System,4284.63,173.17
2023-05-06,Housing,Cash,Rent Payment,9597.32,540.6
