Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-04-21,Travel,Cash,Travel Insurance,2871.24,223.41
2023-04-21,Dining Out,Cash,Dinner At A Restaurant,2670.39,28.89
2023-04-21,Dining Out,Online,Coffee Shop Visit,142.84,4.54
2023-04-22,Groceries,Online,Meat And Fish,1892.26,40.93
2023-04-22,Utilities,Online,Waste Disposal Fees,284.27,7.17
2023-04-22,Transportation,Online,Car Loan Payment,5178.89,28.51
2023-04-22,Dining Out,Cash,Brunch With Friends,929.22,59.13
2023-04-23,Housing,Online,Rent Payment,16198.46,845.84
2023-04-24,Clothing,Online,Fashion Accessories,608.46,16.03
2023-04-24,Entertainment,Cash,Video Games,3728.35,132.59
2023-04-24,Dining Out,Online,Coffee Shop Visit,239.09,8.12
2023-04-25,Entertainment,Online,Theater Performances,1744.65,149.35
2023-04-25,Dining Out,Online,Beverages At Bars,753.01,74.01
2023-04-25,Utilities,Online,Cable TV Subscription,884.58,54.95
2023-04-25,Health & Fitness,Online,Personal Training Sessions,1195.74,0.6
2023-04-25,Clothing,Online,Athletic Wear,2923.09,33.42
2023-04-26,Groceries,Online,Snacks And Beverages,1048.35,66.6
2023-04-26,Housing,Cash,Utilities Included,47.68,0.26
2023-04-27,Housing,Cash,Home Repairs,8265.45,503.44
2023-04-27,Clothing,Online,Underwear And Socks,982.09,39.6
2023-04-27,Housing,Online,HOA Fees,2915.69,156.81
2023-04-27,Utilities,Online,Maintenance Fees,1028.59,48.81
2023-04-27,Dining Out,Online,Coffee Shop Visit,116.18,0.01
2023-04-28,Clothing,Online,Underwear And Socks,548.12,0.99
2023-04-28,Dining Out,Online,Snacks From A Convenience Store,338.5,21.36
2023-04-28,Dining Out,Online,Beverages At Bars,1141.58,61.93
