Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-05-17,Subscriptions,Cash,Online Learning Platforms,4009.9,63.7
2023-05-18,Housing,Cash,Appliance Purchases,10320.6,81.17
2023-05-18,Clothing,Cash,Underwear And Socks,498.06,42.74
2023-05-18,Dining Out,Online,Coffee Shop Visit,394.54,19.3
2023-05-19,Utilities,Cash,Cable TV Subscription,1200.45,120.04
2023-05-19,Subscriptions,Cash,Software Licenses,534.83,7.99
2023-05-19,Dining Out,Cash,Dinner At A Restaurant,2868.98,113.81
2023-05-19,Transportation,Online,Ride-Sharing Services,1239.64,28.81
2023-05-20,Health & Fitness,Online,Wellness Programs,640.43,28.17
2023-05-20,Entertainment,Online,Theater Performances,1744.18,101.65
2023-05-20,Subscriptions,Cash,Online Learning Platforms,909.45,72.87
2023-05-20,Transportation,Cash,Car Insurance,1837.84,57.75
2023-05-21,Subscriptions,Online,Online Learning Platforms,563.77,26.7
2023-05-21,Dining Out,Online,Dinner At A Restaurant,1989.53,99.03
2023-05-21,Dining Out,Cash,Coffee Shop Visit,275.94,20.47
2023-05-22,Health & Fitness,Online,Wellness Programs,1317.74,56.91
2023-05-22,Housing,Cash,Appliance Purchases,12326.06,797.53
2023-05-22,Clothing,Cash,Tailoring Services,602.41,13.63
2023-05-23,Clothing,Cash,Tailoring Services,494.51,13.17
2023-05-24,Health & Fitness,Cash,Fitness Apps,464.37,6.15
2023-05-24,Entertainment,Cash,Art Supplies,967.29,41.47
2023-05-24,Dining Out,Online,Coffee Shop Visit,486.0,17.73
2023-05-25,Health & Fitness,Cash,Health Screenings,981.65,50.15
2023-05-25,Travel,Online,Airfare,42455.96,3919.34
2023-05-26,Groceries,Cash,Snacks And Beverages,756.53,25.0
2023-05-26,Health & Fitness,Online,Yoga Classes,250.73,3.82
2023-05-26,Groceries,Online,Frozen Foods,606.09,40.89
2023-05-26,Dining Out,Cash,Dinner At A Restaurant,2797.55,36.85
2023-05-26,Dining Out,Online,Lunch Takeaway,583.43,32.65
2023-05-27,Clothing,Online,Seasonal Clothing,2320.65,222.63
2023-05-27,Travel,Cash,Souvenirs,1251.23,24.88
2023-05-27,Subscriptions,Online,Meal Kit Subscriptions,1757.37,27.14
2023-05-27,Clothing,Online,Fashion Accessories,756.15,62.55
2023-05-27,Dining Out,Online,Coffee Shop Visit,235.9,17.65
2023-05-28,Health & Fitness,Online,Personal Training Sessions,1531.75,24.18
2023-05-28,Entertainment,Online,Video Games,4724.04,219.87
2023-05-28,Entertainment,Online,Sports Events Tickets,1737.03,104.94
