Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-09-23,Subscriptions,Online,Digital Magazine Subscriptions,359.58,0.49
2023-09-24,Transportation,Online,Parking Fees,484.99,39.45
2023-09-24,Groceries,Cash,Meat And Fish,3726.04,156.65
2023-09-24,Health & Fitness,Cash,Yoga Classes,803.47,35.15
2023-09-24,Transportation,Cash,Car Insurance,1967.83,92.54
2023-09-24,Dining Out,Online,Coffee Shop Visit,452.11,44.95
2023-09-25,Clothing,Cash,Casual Wear,796.25,58.3
2023-09-25,Transportation,Online,Bicycle Repairs,381.48,16.14
2023-09-26,Housing,Online,Utilities Included,26.0,0.47
2023-09-26,Entertainment,Online,Streaming Equipment,2896.72,197.24
2023-09-26,Entertainment,Cash,Sports Events Tickets,688.0,50.22
2023-09-26,Subscriptions,Online,News Websites Subscription,660.49,28.1
2023-09-26,Subscriptions,Online,Cloud Storage Services,346.25,14.67
2023-09-27,Dining Out,Online,Brunch With Friends,774.46,57.75
2023-09-27,Clothing,Online,Fashion Accessories,288.17,9.42
2023-09-27,Entertainment,Cash,Video Games,3004.03,146.47
2023-09-27,Travel,Online,Airfare,45263.34,1402.38
2023-09-27,Clothing,Online,Athletic Wear,717.12,62.25
2023-09-27,Dining Out,Online,Coffee Shop Visit,337.73,17.39
2023-09-28,Housing,Cash,Home Security System,4315.42,223.79
2023-09-28,Housing,Online,Appliance Purchases,25429.67,1939.81
2023-09-28,Dining Out,Cash,Dinner At A Restaurant,2939.58,60.17
2023-09-29,Transportation,Cash,Bicycle Repairs,204.1,1.0
2023-09-29,Utilities,Cash,Home Heating Costs,2035.61,66.45
