Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-11-12,Utilities,Online,Home Heating Costs,3447.28,172.06
2023-11-12,Dining Out,Online,Coffee Shop Visit,198.36,19.02
2023-11-13,Entertainment,Online,Hobby Supplies,1123.44,23.68
2023-11-13,Subscriptions,Online,Online Learning Platforms,4262.85,170.34
2023-11-14,Subscriptions,Online,Software Licenses,1341.66,4.91
2023-11-14,Housing,Online,HOA Fees,1184.11,17.94
2023-11-14,Housing,Cash,Mortgage Payment,26509.27,998.24
2023-11-14,Travel,Online,Tour Activities,4645.35,451.48
2023-11-14,Travel,Online,Local Transportation,377.75,24.08
2023-11-14,Dining Out,Cash,Dinner At A Restaurant,1065.83,47.23
2023-11-15,Dining Out,Online,Snacks From A Convenience Store,312.96,9.19
2023-11-15,Dining Out,Cash,Coffee Shop Visit,248.7,14.09
2023-11-16,Subscriptions,Cash,Digital Magazine Subscriptions,293.42,23.05
2023-11-16,Housing,Online,Furnishings,9056.56,5.3
2023-11-16,Travel,Cash,Local Transportation,117.72,5.01
2023-11-16,Entertainment,Online,Sports Events Tickets,995.62,81.96
2023-11-17,Travel,Cash,Dining While Traveling,2341.2,106.07
2023-11-17,Clothing,Cash,Seasonal Clothing,1400.24,139.44
2023-11-17,Travel,Online,Travel Accessories,4044.58,200.48
2023-11-17,Subscriptions,Online,Audiobook Services,487.3,0.61
2023-11-18,Dining Out,Online,Fast Food Meal,497.63,8.14
2023-11-18,Travel,Online,Souvenirs,919.78,47.49
2023-11-18,Dining Out,Cash,Coffee Shop Visit,116.03,0.08
2023-11-19,Clothing,Cash,Formal Wear,6614.78,236.37
2023-11-19,Entertainment,Online,Video Games,3167.38,215.25
2023-11-20,Housing,Online,Rent Payment,9777.51,387.04
2023-11-20,Subscriptions,Cash,News Websites Subscription,840.09,77.54
2023-11-20,Travel,Online,Local Transportation,476.6,12.29
2023-11-20,Entertainment,Online,Sports Events Tickets,1852.49,166.95
2023-11-21,Utilities,Cash,Cable TV Subscription,1229.49,23.66
2023-11-21,Entertainment,Online,Art Supplies,1009.38,84.14
2023-11-21,Groceries,Cash,Staple Grains,865.0,65.82
2023-11-21,Housing,Online,Mortgage Payment,20587.68,641.74
2023-11-21,Health & Fitness,Cash,Physical Therapy Sessions,1516.61,103.46
2023-11-21,Dining Out,Online,Dinner At A Restaurant,2288.76,13.97
2023-11-21,Dining Out,Online,Coffee Shop Visit,296.15,5.35
2023-11-22,Entertainment,Cash,Video Games,1498.87,37.54
2023-11-22,Travel,Online,Travel Insurance,611.69,44.53
2023-11-22,Travel,Online,Local Transportation,976.79,3.98
2023-11-22,Housing,Cash,Home Insurance,1452.37,84.26
2023-11-23,Transportation,Online,Parking Fees,712.47,24.51
2023-11-23,Travel,Online,Hotel Accommodation,4700.38,211.91
2023-11-24,Housing,Online,Property Taxes,1616.4,16.91
2023-11-24,Travel,Online,Car Rentals,2858.49,164.23
2023-11-24,Dining Out,Cash,Snacks From A Convenience Store,160.19,0.83
2023-11-24,Dining Out,Online,Coffee Shop Visit,469.09,26.46
2023-11-25,Dining Out,Online,Street Food,359.27,4.71
2023-11-25,Transportation,Cash,Public Transit Pass,1344.74,61.98
2023-11-25,Clothing,Online,Seasonal Clothing,2883.72,69.08
2023-11-25,Groceries,Cash,Staple Grains,1342.17,1.07
2023-11-26,Dining Out,Cash,Desserts And Treats,444.92,9.13
2023-11-26,Dining Out,Cash,Snacks From A Convenience Store,355.77,18.93
2023-11-26,Travel,Cash,Airfare,9630.89,289.65
2023-11-27,Utilities,Cash,Cable TV Subscription,1679.51,75.48
2023-11-27,Housing,Online,Appliance Purchases,11718.09,1114.88
2023-11-27,Travel,Online,Tour Activities,2030.67,80.28
2023-11-27,Dining Out,Online,Coffee Shop Visit,168.03,5.72
2023-11-28,Dining Out,Cash,Brunch With Friends,484.88,24.38
2023-11-28,Travel,Cash,Tour Activities,4170.85,130.14
2023-11-28,Dining Out,Online,Dinner At A Restaurant,1904.35,65.07
2023-11-29,Travel,Online,Souvenirs,929.31,22.42
2023-11-30,Health & Fitness,Online,Health Screenings,1241.31,45.71
2023-11-30,Subscriptions,Cash,Digital Magazine Subscriptions,483.78,32.37
2023-11-30,Dining Out,Online,Buffet Meals,819.97,65.83
2023-11-30,Travel,Online,Hotel Accommodation,7331.1,684.19
2023-11-30,Dining Out,Online,Coffee Shop Visit,247.24,2.84
