Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-01-21,Clothing,Online,Fashion Accessories,337.43,7.9
2023-01-21,Dining Out,Cash,Dinner At A Restaurant,2960.57,38.79
2023-01-21,Dining Out,Online,Coffee Shop Visit,131.12,2.73
2023-01-22,Housing,Cash,Furnishings,18961.09,1802.73
2023-01-22,Utilities,Online,Maintenance Fees,956.97,41.94
2023-01-23,Entertainment,Cash,Board Games,906.36,7.86
2023-01-23,Subscriptions,Online,Software Licenses,618.64,11.82
2023-01-23,Transportation,Online,Car Insurance,2390.81,180.22
2023-01-23,Groceries,Online,Cleaning Supplies,1639.42,158.32
2023-01-24,Subscriptions,Online,News Websites Subscription,989.47,56.97
2023-01-24,Dining Out,Online,Coffee Shop Visit,448.02,31.18
2023-01-25,Clothing,Cash,Athletic Wear,992.91,81.32
2023-01-25,Transportation,Online,Public Transit Pass,647.23,5.02
2023-01-26,Transportation,Cash,Vehicle Registration Fees,1747.8,154.45
2023-01-26,Transportation,Cash,Parking Fees,442.17,24.82
2023-01-26,Dining Out,Online,Brunch With Friends,557.71,3.75
2023-01-26,Dining Out,Cash,Buffet Meals,569.99,9.33
2023-01-26,Health & Fitness,Cash,Health Insurance Premiums,1722.08,41.24
2023-01-27,Health & Fitness,Cash,Yoga Classes,372.28,18.82
2023-01-27,Clothing,Online,Casual Wear,2970.49,14.3
2023-01-27,Dining Out,Online,Coffee Shop Visit,111.48,0.57
2023-01-28,Dining Out,Online,Buffet Meals,1199.64,7.59
2023-01-28,Transportation,Cash,Fuel Costs,2909.21,25.57
2023-01-28,Subscriptions,Online,News Websites Subscription,475.55,35.35
2023-01-28,Subscriptions,Online,Meal Kit Subscriptions,2296.74,37.31
2023-01-28,Health & Fitness,Cash,Health Screenings,749.23,37.37
2023-01-28,Dining Out,Online,Dinner At A Restaurant,1015.22,14.94
2023-01-29,Entertainment,Cash,Board Games,1569.75,38.14
2023-01-29,Transportation,Cash,Car Insurance,1365.02,48.15
2023-01-29,Housing,Cash,Property Taxes,3084.81,242.85
2023-01-29,Health & Fitness,Cash,Physical Therapy Sessions,2376.2,50.45
