Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-08-25,Clothing,Online,Tailoring Services,529.11,50.77
2023-08-26,Dining Out,Cash,Lunch Takeaway,210.99,19.09
2023-08-27,Subscriptions,Cash,Online Learning Platforms,878.19,34.74
2023-08-27,Subscriptions,Cash,Digital Magazine Subscriptions,455.09,37.11
2023-08-27,Dining Out,Cash,Coffee Shop Visit,492.04,31.56
2023-08-28,Subscriptions,Cash,Software Licenses,1594.61,32.32
2023-08-28,Utilities,Cash,Gas Bill,1078.14,21.39
2023-08-28,Utilities,Online,Water Bill,964.04,59.25
2023-08-28,Dining Out,Online,Dinner At A Restaurant,2568.58,195.93
2023-08-29,Health & Fitness,Cash,Medical Consultations,4634.4,68.76
2023-08-29,Groceries,Cash,Baking Ingredients,552.96,49.84
2023-08-29,Utilities,Cash,Home Heating Costs,1896.09,142.5
2023-08-29,Utilities,Cash,Cable TV Subscription,1562.8,22.86
2023-08-29,Housing,Online,HOA Fees,2834.68,104.54
2023-08-30,Housing,Online,Mortgage Payment,27488.54,1709.56
2023-08-30,Entertainment,Online,Board Games,1335.72,57.29
2023-08-30,Travel,Online,Baggage Fees,579.06,48.49
2023-08-30,Groceries,Online,Snacks And Beverages,893.11,2.39
2023-08-30,Clothing,Cash,Underwear And Socks,666.81,2.28
2023-08-30,Dining Out,Online,Coffee Shop Visit,108.42,2.77
2023-08-31,Clothing,Online,Fashion Accessories,814.76,72.51
2023-08-31,Transportation,Online,Car Insurance,1360.58,135.61
2023-08-31,Subscriptions,Cash,Digital Magazine Subscriptions,111.24,8.29
